date,adj close,close,high,low,open,volume,ma_7,ma_30,ma_90,daily_return,volatility_7,volatility_30,rsi,macd,macd_signal,bb_upper,bb_lower
2021-06-25,1776.5999755859375,1776.5999755859375,1788.0,1775.199951171875,1777.699951171875,35,1776.3285958426338,1857.7566731770833,1789.0377821180555,0.0005631899153806241,0.018027754735999425,0.010722872254078922,32.947941078191974,-20.899129090028964,-8.182699749341289,1954.4230703696833,1739.5769418373482
2021-06-28,1779.5999755859375,1779.5999755859375,1779.5999755859375,1779.5999755859375,1779.5999755859375,888,1777.1571568080358,1855.813338216146,1789.1066704644097,0.0016886187331002223,0.0042728870275818695,0.010612957349808789,34.23585721329624,-21.58467589837369,-10.86309497914777,1948.934482743207,1732.775527022418
2021-06-29,1762.800048828125,1762.800048828125,1777.0999755859375,1752.0999755859375,1776.800048828125,419,1776.4285888671875,1852.32333984375,1788.9622260199653,-0.009440282641204889,0.005598508694207148,0.010208794153294436,30.681780176429612,-23.21597110612288,-13.333670204542791,1943.0905290160179,1724.6094831910134
2021-06-30,1770.800048828125,1770.800048828125,1770.800048828125,1759.199951171875,1761.0999755859375,51,1774.8571602957588,1849.0900065104167,1788.563338216146,0.0045382345010247516,0.004875188144367053,0.010269921279127509,34.18553928523508,-23.591305287623072,-15.385197221158847,1934.0515358708226,1719.978481219021
2021-07-01,1775.9000244140625,1775.9000244140625,1781.199951171875,1768.800048828125,1775.699951171875,44,1774.800013950893,1845.5766723632812,1788.246671549479,0.0028800403463464797,0.004944961365224343,0.010169427528527373,36.392811184011485,-23.209688086357573,-16.950095394198595,1929.4791309721224,1715.02089344194
2021-07-02,1782.5999755859375,1782.5999755859375,1787.9000244140625,1778.300048828125,1778.699951171875,23,1774.8428606305804,1842.2700032552084,1788.0933376736111,0.0037727074045654785,0.004992234348530972,0.01021486665914132,39.27416269169216,-22.1117333413265,-17.982422983624176,1920.7408099160011,1713.0392071738424
2021-07-06,1793.5,1793.5,1809.800048828125,1786.699951171875,1786.699951171875,332,1777.4000069754463,1839.496671549479,1788.305559624566,0.006114677753476183,0.005134489087943361,0.010312918566563408,43.73930828918108,-20.130009205023043,-18.411940227903948,1909.2471858211068,1714.2028263859245
2021-07-07,1801.5,1801.5,1808.4000244140625,1797.199951171875,1798.699951171875,244,1780.9571533203125,1836.7266723632813,1789.121115451389,0.004460551993309192,0.005233250758866698,0.010317776063247169,46.82946391449778,-17.709797882220528,-18.271511758767264,1897.4893857224897,1716.8906313673542
2021-07-08,1799.5999755859375,1799.5999755859375,1818.5,1797.0,1797.0,148,1783.8142961774554,1833.443339029948,1789.9777818467883,-0.0010546902104149325,0.005361777559260919,0.010189519063689093,46.18069559802837,-15.763368760551657,-17.76988315912414,1883.74022359204,1721.27979593921
2021-07-09,1810.0,1810.0,1810.0999755859375,1798.800048828125,1803.5999755859375,218,1790.5571463448662,1830.4000040690105,1790.8322265625,0.005779075658564725,0.002403787654335831,0.010263877049139414,50.24396892531269,-13.229117572247105,-16.861730041748736,1867.994073935686,1728.6059504783764
2021-07-12,1805.5,1805.5,1805.5,1799.5,1802.5999755859375,147,1795.5142822265625,1827.3933390299478,1791.8344482421876,-0.0024861878453038555,0.0033259544889145303,0.010262123571689302,48.53643755019847,-11.451808321327462,-15.779745697664483,1854.4090450522385,1735.0009769204175
2021-07-13,1809.4000244140625,1809.4000244140625,1812.0,1800.5999755859375,1808.0999755859375,78,1800.2999965122767,1824.2900065104166,1793.047782389323,0.002160079985634278,0.0033335005018510153,0.010240671881124989,50.11864170418364,-9.617711566678054,-14.547338871467199,1843.1373977441704,1740.8126266698923
2021-07-14,1824.300048828125,1824.300048828125,1829.0,1813.0999755859375,1813.0999755859375,707,1806.2571498325892,1821.6700073242187,1794.4511162651909,0.00823478734001215,0.003947747730355046,0.010393761259290394,55.71978556665306,-6.882531688076824,-13.014377434789125,1835.5823738591876,1745.3476554376875
2021-07-15,1828.4000244140625,1828.4000244140625,1833.0,1823.4000244140625,1831.5999755859375,99,1811.2428676060267,1819.033341471354,1796.1255615234375,0.0022474239303842403,0.0037567032232956577,0.0103916825006186,57.14575837583829,-4.334087500686792,-11.27831944796866,1825.7956657891693,1752.0243659491118
2021-07-16,1814.5,1814.5,1831.4000244140625,1814.5,1830.0999755859375,78,1813.1000104631696,1817.1433430989584,1797.2133395724827,-0.007602288464482521,0.00529853960895724,0.009920275557257635,51.13364382441242,-3.3968857401705463,-9.702032706409037,1828.751012244541,1753.139014610928
2021-07-19,1808.699951171875,1808.699951171875,1813.4000244140625,1803.300048828125,1803.300048828125,33,1814.4000069754463,1814.4400065104167,1798.1822279188368,-0.003196499767497918,0.005497740420901846,0.009709479679159444,48.82535866944883,-3.0865818657682667,-8.378942538280883,1829.9915019721766,1755.9785175590732
2021-07-20,1810.9000244140625,1810.9000244140625,1824.0,1810.9000244140625,1812.9000244140625,128,1814.5285818917412,1811.5766723632812,1799.1666720920139,0.001216383757163264,0.005052304488574715,0.009674819197029446,49.7519581059507,-2.6327871543583115,-7.229711461496369,1831.8590045145977,1757.0210125752462
2021-07-21,1802.9000244140625,1802.9000244140625,1807.0,1800.0,1807.0,135,1814.1571568080358,1808.600008138021,1800.0933390299479,-0.004417692800345763,0.005264237922772905,0.009688238518710106,46.4578782228783,-2.885423353061242,-6.360853839809344,1832.3979804917678,1759.1420341566698
2021-07-22,1805.0,1805.0,1805.0,1793.5999755859375,1793.5999755859375,2,1813.5285818917412,1805.660009765625,1800.9388943142362,0.0011647765031341795,0.005203145253644242,0.009693671749499142,47.44160609445908,-2.882955959399851,-5.665274263727446,1833.1983394927975,1760.6116702728277
2021-07-23,1801.4000244140625,1801.4000244140625,1801.4000244140625,1800.0,1800.0,1,1810.2571498325892,1802.5666788736978,1801.7255615234376,-0.0019944463079986097,0.0035771719418152136,0.009686028147840727,45.885203125693394,-3.1353461568692182,-5.159288642355801,1833.1780017267297,1763.2120129217078
2021-07-26,1798.699951171875,1798.699951171875,1802.5,1797.199951171875,1802.5,17,1806.0142822265625,1799.9433430989584,1802.524449327257,-0.0014988748782024386,0.0031224969946755453,0.00958897790999217,44.70069613898817,-3.51274778210518,-4.829980470305676,1832.8515742138068,1765.7484379932246
2021-07-27,1799.5,1799.5,1803.699951171875,1799.5,1803.699951171875,1,1803.8714250837054,1797.7933430989583,1803.2722276475695,0.0004447928225070896,0.0022058425157851615,0.009531770327881219,45.152497419177124,-3.704579943427234,-4.604900364929988,1832.6081218750587,1767.9818927733786
2021-07-28,1799.5,1799.5,1799.5,1799.5,1799.5,209783,1802.5571463448662,1795.960009765625,1803.9177829318576,0.0,0.0020445296233868723,0.0095039804039502,45.152497419177124,-3.8126583610621765,-4.446451964156426,1829.5092037867228,1774.7508059789022
2021-07-29,1831.199951171875,1831.199951171875,1832.5999755859375,1806.0999755859375,1806.5999755859375,30496,1805.4571358816963,1795.0166748046875,1804.955559624566,0.01761597731140596,0.007295309849538609,0.010075016010542613,60.123635518921375,-1.3251150522096395,-3.822184581767069,1831.338512305219,1778.9614876947812
2021-07-30,1812.5999755859375,1812.5999755859375,1830.5,1808.9000244140625,1828.0,3100,1806.8428431919642,1796.3100056966146,1805.9322265625,-0.010157260857305284,0.008334982091602997,0.005610536622251152,51.27906895352872,-0.8448428193407835,-3.2267162292818123,1829.620313449719,1784.3496816674683
2021-08-02,1818.0999755859375,1818.0999755859375,1818.699951171875,1804.800048828125,1812.4000244140625,1334,1808.7142682756696,1797.9833374023438,1806.8788926866318,0.00303431538898824,0.008378591012410149,0.005571753703537874,53.45928423011255,-0.020186878268759756,-2.585410359079202,1828.8979645234915,1788.622030593696
2021-08-03,1810.0999755859375,1810.0999755859375,1813.5,1806.0,1812.300048828125,3341,1809.9571184430804,1798.926668294271,1807.8255588107638,-0.00440019806799774,0.008572036723495246,0.0054963550710476865,49.9574465409113,-0.01203550702098255,-2.070735388667558,1828.4729972834466,1790.7069953923346
2021-08-04,1810.5,1810.5,1831.300048828125,1806.300048828125,1809.300048828125,2860,1811.6428397042412,1800.0666666666666,1808.6955593532987,0.0002209957568410914,0.008522348360220436,0.00545410787844747,50.13334591588802,0.026398831198321204,-1.6513085446943825,1828.5557663163027,1791.5242263594787
2021-08-05,1805.0999755859375,1805.0999755859375,1813.699951171875,1796.0,1810.800048828125,588,1812.442836216518,1800.8266642252604,1809.728892686632,-0.0029826149760080467,0.008654680473122185,0.005468028784356488,47.6960879263046,-0.3745608152639761,-1.3959589988083012,1828.3597515936196,1792.2702410821614
2021-08-06,1760.0,1760.0,1800.0999755859375,1758.4000244140625,1799.800048828125,859,1806.7999790736608,1800.3066650390624,1810.5744479709201,-0.024984752199831983,0.012963164798756218,0.00714570525244785,33.185420138121714,-4.2821533392593665,-1.9731978668985144,1836.2212125413375,1779.4087801344435
2021-08-09,1723.4000244140625,1723.4000244140625,1753.800048828125,1692.5999755859375,1753.5,1621,1791.3999895368304,1798.5333333333333,1810.6811143663194,-0.020795440673828103,0.010661237775713268,0.008064812495133064,26.21519374681816,-10.21451415734441,-3.621461124987694,1850.2246695928684,1757.1953255243193
2021-08-10,1728.800048828125,1728.800048828125,1735.199951171875,1720.0999755859375,1728.5999755859375,1363,1779.4285714285713,1796.8400024414063,1810.7066704644096,0.0031333551918095726,0.011485290215727464,0.008085591796379557,28.598110546668053,-14.31519929908336,-5.760208759806828,1856.37634748403,1742.983650074564
2021-08-11,1750.4000244140625,1750.4000244140625,1752.199951171875,1727.300048828125,1727.300048828125,542,1769.7571498325892,1796.426668294271,1810.966670735677,0.012494201166051155,0.013241399515191012,0.008279201192893179,37.31828244885847,-15.641775653429704,-7.736522138531403,1855.3511295040976,1736.6188656130898
2021-08-12,1749.0,1749.0,1752.4000244140625,1745.5,1749.699951171875,739,1761.0285818917412,1795.7,1811.0500040690104,-0.0007998311211925291,0.013353018639137518,0.008231035162680346,37.002841947096584,-16.614545107632694,-9.51212673235166,1852.7822999584191,1731.247692717362
2021-08-13,1775.199951171875,1775.199951171875,1777.300048828125,1757.4000244140625,1758.300048828125,436,1755.9857177734375,1795.6766642252603,1811.440003797743,0.014979960647155455,0.01530369249055175,0.008680469161178723,46.17243564350227,-15.097322277611966,-10.629165841403722,1850.321498953025,1729.778488839944
2021-08-16,1786.9000244140625,1786.9000244140625,1787.800048828125,1771.9000244140625,1776.9000244140625,219,1753.3857247488838,1795.819999186198,1811.7744479709202,0.006590848109512271,0.01569774801399088,0.008737503189602088,49.69389446365139,-12.80322649941445,-11.06397797300587,1848.628433385146,1729.2915617320416
2021-08-17,1785.0,1785.0,1794.199951171875,1780.0,1787.699951171875,200,1756.9571533203125,1795.5366658528646,1812.2377807617188,-0.001063307621077203,0.01181652385565431,0.008665595674600485,49.131766041217865,-11.011521196257263,-11.053486617656148,1846.490819594263,1728.8391730815183
2021-08-18,1781.5999755859375,1781.5999755859375,1791.5,1779.0,1787.800048828125,263,1765.2714320591517,1794.8733317057292,1812.7977810329862,-0.0019047755821078871,0.006825241949021039,0.008627368818785648,48.083583609054706,-9.75350307785402,-10.793489909695722,1845.05404628156,1728.1459415114089
2021-08-19,1780.199951171875,1780.199951171875,1789.300048828125,1775.5,1780.0,245,1772.6142752511162,1794.2266642252605,1813.175558810764,-0.0007858242216253197,0.0071360955348073775,0.008626734037142604,47.63295343487823,-8.768408173926446,-10.388473562541868,1843.2495922523876,1727.4703906577688
2021-08-20,1781.0,1781.0,1787.5,1778.199951171875,1784.0999755859375,235,1776.9857003348213,1793.2599975585938,1813.6877807617188,0.0004494151500220589,0.0061977674629660005,0.008551240537290422,47.93324939090158,-7.832863733859995,-9.877351596805495,1841.7803039882492,1726.8996764805006
2021-08-23,1803.199951171875,1803.199951171875,1804.800048828125,1776.800048828125,1776.800048828125,32,1784.728550502232,1793.183329264323,1814.1077799479167,0.012464879939289686,0.006998509528358372,0.00886170015944305,55.55020424840589,-5.239687640509146,-8.949818805546226,1842.2632144170223,1726.8667660517278
2021-08-24,1805.5999755859375,1805.5999755859375,1805.5999755859375,1801.0,1801.0,22,1789.0714111328125,1793.056660970052,1814.4033352322049,0.0013309807448158573,0.005235715327321519,0.008856008164484409,56.294600748104436,-2.956830490003995,-7.75122114243778,1842.9440468641249,1726.7959311632187
2021-08-25,1788.199951171875,1788.199951171875,1792.9000244140625,1784.0,1792.0,812,1789.257114955357,1791.8533243815104,1814.6122233072917,-0.009636699517796554,0.006525394684952358,0.008881792364164427,49.78503191121526,-2.5226072570833367,-6.705498365366892,1842.017459829661,1726.59251331487
2021-08-26,1792.199951171875,1792.199951171875,1792.199951171875,1781.0,1787.4000244140625,61,1790.285679408482,1790.6466552734375,1814.7777777777778,0.002236886315413855,0.006544665981867259,0.008881674944945116,51.182543586304114,-1.834567889329719,-5.731312270159457,1836.0965730926846,1728.6134000518468
2021-08-27,1816.5999755859375,1816.5999755859375,1816.5999755859375,1803.0999755859375,1803.4000244140625,1219,1795.285679408482,1790.7166544596355,1815.0477769639756,0.013614565940651913,0.008019704359560524,0.009147920508823093,58.72810585812467,0.6718417439562927,-4.450681467336308,1836.772973478398,1728.3369996661331
2021-08-30,1809.0,1809.0,1820.300048828125,1807.800048828125,1818.199951171875,684,1799.3999720982142,1790.7266560872397,1815.3566663953993,-0.004183626383395755,0.008368886760036694,0.009161873612478496,55.83331942523775,2.021630820228438,-3.156219009823359,1835.2595636644812,1728.9404119214562
2021-08-31,1815.0,1815.0,1815.9000244140625,1801.0999755859375,1815.9000244140625,82,1804.257114955357,1790.8633219401042,1815.7788886176215,0.0033167495854062867,0.008331863320464946,0.009179132799219183,57.60979714921956,3.5347518250546273,-1.8180248428477621,1836.0607474259832,1728.6292306013606
2021-09-01,1813.0999755859375,1813.0999755859375,1815.9000244140625,1809.5,1813.5,114,1805.6714041573662,1791.2033203125,1816.1555555555556,-0.0010468454071970168,0.007188713745414173,0.009142276411982215,56.83025920932235,4.528394518596542,-0.5487409705589013,1836.4745064404838,1728.4754691454536
2021-09-02,1808.699951171875,1808.699951171875,1813.9000244140625,1806.800048828125,1813.199951171875,26,1806.1142578125,1791.3266520182292,1816.496666124132,-0.002426796356136185,0.007282547690212506,0.009153104040776499,54.975073798934126,4.904284772316942,0.5418641780162674,1836.9780032616923,1728.331969882839
2021-09-03,1830.9000244140625,1830.9000244140625,1833.9000244140625,1818.9000244140625,1820.9000244140625,53,1812.2142682756696,1792.3099853515625,1817.1377780490452,0.012274049782443841,0.007020009825879135,0.009407225610206972,61.758201543475835,6.913842411818678,1.8162598247767496,1843.327818660016,1729.0721569259217
2021-09-07,1795.9000244140625,1795.9000244140625,1825.699951171875,1792.699951171875,1825.699951171875,48,1812.7428501674108,1792.2166544596355,1817.4466674804687,-0.0191162813552318,0.011076137125619003,0.010068413621616257,49.17895559878759,5.617469138928982,2.5765016876071964,1839.2322506354462,1740.4177249504914
2021-09-08,1790.699951171875,1790.699951171875,1790.699951171875,1781.699951171875,1781.699951171875,69,1809.0428466796875,1791.923319498698,1817.7066663953992,-0.0028955249019967377,0.0094131413755254,0.010081754789918573,47.62679233536697,4.122954673453933,2.885792284776544,1833.639832118304,1752.2001337020085
2021-09-09,1797.4000244140625,1797.4000244140625,1798.699951171875,1787.9000244140625,1798.699951171875,49,1807.385707310268,1791.8533203125,1817.773333062066,0.0037415945858505495,0.009583367336521995,0.010106328199123514,49.82418323948265,3.43953232041099,2.9965402919034334,1831.02527482349,1759.5146909968223
2021-09-10,1789.5999755859375,1789.5999755859375,1789.5999755859375,1789.5999755859375,1789.5999755859375,0,1803.7571323939733,1790.4666544596355,1817.9266655815973,-0.0043396287538539635,0.009460820889098701,0.009568098162180388,47.334313178083676,2.242664390051914,2.8457651115331295,1826.2862690084946,1768.3136943704114
2021-09-13,1792.0,1792.0,1796.0,1784.0,1789.800048828125,533,1800.7428501674108,1789.7799886067708,1818.0144436306423,0.0013410954664752062,0.009542471548137168,0.00940600282096694,48.19220907574435,1.4708448606641014,2.570781061359324,1825.4404992824436,1770.8394689792751
2021-09-14,1804.699951171875,1804.699951171875,1806.199951171875,1783.0,1791.4000244140625,764,1800.171421595982,1789.333321126302,1817.8944430881077,0.007087026323590928,0.010073108395799696,0.00948487786206938,52.59290403869858,1.8624827033656857,2.4291213897605965,1825.9648843713974,1772.0950765661025
2021-09-15,1792.4000244140625,1792.4000244140625,1803.699951171875,1792.4000244140625,1803.699951171875,59,1794.671421595982,1788.7433227539063,1817.4644436306423,-0.006815496808666444,0.008584291537612454,0.009531868938338395,48.312625888374725,1.1669058563873023,2.1766782830859377,1825.7507812541396,1773.0491821247667
2021-09-16,1754.5999755859375,1754.5999755859375,1792.9000244140625,1743.9000244140625,1792.9000244140625,1645,1788.7714146205358,1786.879988606771,1816.5433322482638,-0.021089069578919428,0.009211097161250823,0.010259268408372104,38.06087346144486,-2.406748341709772,1.2599929581267957,1830.067394196029,1766.032569182877
2021-09-17,1749.4000244140625,1749.4000244140625,1763.0,1749.4000244140625,1758.800048828125,581,1782.8714250837054,1785.0233235677083,1815.5822211371528,-0.0029636106487113123,0.009210657683395702,0.010259141950072678,36.900853490502925,-5.594003452599509,-0.11080632401846513,1834.2626978291735,1758.7572728739517
2021-09-20,1761.800048828125,1761.800048828125,1761.800048828125,1750.9000244140625,1751.800048828125,185,1777.7857142857142,1785.0833251953125,1814.9066663953993,0.0070881583634456735,0.009709857071789046,0.009298990998373828,41.48111931676827,-7.038215583911779,-1.4962881759971278,1835.7298948080206,1755.3700807779169
2021-09-21,1776.0,1776.0,1776.0,1759.0,1762.199951171875,106,1775.8428606305804,1786.8366577148438,1814.3755547417534,0.00805991076076995,0.010485031540973593,0.008525894133695722,46.28926165400941,-6.956753592352243,-2.588381259268151,1835.0771834726254,1753.3027969961247
2021-09-22,1776.699951171875,1776.699951171875,1784.300048828125,1767.0,1776.699951171875,17,1773.6571393694196,1788.4333211263022,1813.6955539279513,0.000394116650830556,0.010455230274602332,0.008517342442016991,46.522509639013116,-6.75781429075505,-3.422267865565531,1833.9584964709081,1751.5314815564354
2021-09-23,1747.699951171875,1747.699951171875,1766.800048828125,1738.199951171875,1766.800048828125,31,1765.5142822265625,1788.3433186848958,1812.3644422743055,-0.01632239590082285,0.011095601958064001,0.008790665325372222,38.97129883324776,-8.838328350292613,-4.505479962510948,1836.3689792540351,1745.0709987733087
2021-09-24,1749.699951171875,1749.699951171875,1749.699951171875,1745.0,1749.699951171875,76,1759.414271763393,1788.366650390625,1811.052218967014,0.0011443611923540598,0.01122836971880257,0.008791838525411237,39.69824143119364,-10.208094882975502,-5.646002946603859,1837.6037479581232,1739.5862300692206
2021-09-27,1750.0,1750.0,1754.4000244140625,1747.5,1751.699951171875,808,1758.7571323939733,1787.5266520182292,1809.5933295355903,0.00017148587557769268,0.008073205615418463,0.008328227969758845,39.81406784375373,-11.141006705677228,-6.745003698418532,1835.2506048310308,1735.2793756377193
2021-09-28,1735.800048828125,1735.800048828125,1741.699951171875,1726.800048828125,1739.5999755859375,15748,1756.8142787388392,1785.8233194986979,1807.971107313368,-0.00811425781249997,0.008570833929793043,0.008332721838581648,36.26402769293997,-12.877717125143818,-7.97154638376359,1834.7243421262372,1728.4856432253252
2021-09-29,1721.5,1721.5,1744.0999755859375,1721.4000244140625,1732.4000244140625,6634,1751.05712890625,1783.7066528320313,1806.2466634114583,-0.008238304197409896,0.008079180291017948,0.008438884460892722,33.06645985712251,-15.232377706455054,-9.423712648301883,1833.7957953353225,1720.06419001624
2021-09-30,1755.300048828125,1755.300048828125,1760.300048828125,1724.5,1725.5,997,1748.0999930245537,1782.829988606771,1804.8099975585938,0.019634068445033348,0.011319459455877683,0.009251515002012526,45.335569501578775,-14.20730870886905,-10.380431860415317,1829.1056712925133,1718.974321383268
2021-10-01,1757.0,1757.0,1762.5999755859375,1748.5,1754.300048828125,2220,1745.2857142857142,1782.0566569010416,1803.2422200520834,0.0009684675694106026,0.011338546776804787,0.00925488999147863,45.87295675232473,-13.106676680424016,-10.925680824417057,1824.5898226701945,1718.3201748883992
2021-10-04,1766.199951171875,1766.199951171875,1768.9000244140625,1749.5,1764.5,417,1747.9285714285713,1781.563321940104,1801.7411078559028,0.0052361702742600436,0.009418358452890232,0.009311054908529036,48.80610786835384,-11.361095064023857,-11.012763672338417,1813.8295270778306,1722.6104631565443
2021-10-05,1759.5999755859375,1759.5999755859375,1764.300048828125,1749.0,1764.300048828125,98,1749.3428606305804,1780.109989420573,1800.228885904948,-0.003736822425772557,0.009631096705831694,0.009014099763246757,46.84489863986459,-10.390496749608246,-10.888310287792383,1810.321693521682,1722.4882918298804
2021-10-06,1760.5,1760.5,1762.9000244140625,1744.699951171875,1759.300048828125,56,1750.8428606305804,1778.6066569010416,1798.6511081271701,0.0005114937636678807,0.009627985843639495,0.009008734112270178,47.15674163005124,-9.439849436056875,-10.59861811744528,1807.4212344138305,1722.3687558205447
2021-10-07,1757.9000244140625,1757.9000244140625,1762.4000244140625,1752.800048828125,1762.4000244140625,336,1754.0,1777.596659342448,1797.039997016059,-0.0014768392990273105,0.008891586671847897,0.008854708534252688,46.311502547111765,-8.794869115359916,-10.237868317028207,1802.8117118742375,1723.0282783601374
2021-10-08,1756.300048828125,1756.300048828125,1780.0,1754.199951171875,1757.0,254,1758.971435546875,1776.3999959309897,1795.3599975585937,-0.0009101630147998474,0.007880812350621555,0.008839408747372948,45.76784550371562,-8.316949604685078,-9.853684574559582,1799.2899916255612,1723.2200059330323
2021-10-11,1754.5999755859375,1754.5999755859375,1757.800048828125,1752.199951171875,1756.5999755859375,128,1758.8714250837054,1774.3333292643229,1794.0644422743055,-0.0009679856487631033,0.0027840965456460863,0.008419702842977541,45.161192285358666,-7.983349567439973,-9.479617573135661,1794.775390453874,1723.9946046633136
2021-10-12,1758.300048828125,1758.300048828125,1768.0,1749.800048828125,1751.9000244140625,139,1759.0571463448662,1772.643330891927,1792.6033311631945,0.002108784505683081,0.0028853896816012025,0.008419192629149383,46.81356601783473,-7.335841136404724,-9.050862285789474,1785.709318081023,1728.4206868017895
2021-10-13,1793.699951171875,1793.699951171875,1794.5,1760.800048828125,1760.800048828125,150,1762.9857177734375,1771.933329264323,1791.4577745225695,0.020133026992374514,0.008092355620907155,0.00923115254478199,59.41372220474834,-3.9210107982128193,-8.024891988274144,1786.0987933434726,1728.161204215121
2021-10-14,1796.699951171875,1796.699951171875,1799.9000244140625,1792.0,1792.199951171875,337,1768.2857142857142,1771.3866617838542,1790.3966634114583,0.0016725205339054305,0.007674257859486941,0.0092374456142817,60.27267297814638,-0.9615738005043113,-6.612228350720177,1792.900157621431,1725.5698374957565
2021-10-15,1767.199951171875,1767.199951171875,1795.4000244140625,1766.5999755859375,1794.5,874,1769.2428501674108,1770.003328450521,1788.9966634114583,-0.0164189908174478,0.010674454298789143,0.009692567134813949,49.23767965889233,-0.9852448273652499,-5.4868316460491915,1793.643904767696,1726.6060830252725
2021-10-18,1764.800048828125,1764.800048828125,1770.0999755859375,1759.5,1761.5999755859375,266,1770.2285679408483,1767.7999959309896,1787.55888671875,-0.0013580253565299572,0.010670711140189016,0.009376382525964793,48.460369081885794,-1.1840078436109707,-4.626266885561548,1793.8493509552607,1726.700636837708
2021-10-19,1769.699951171875,1769.699951171875,1785.0,1767.5,1777.5999755859375,51,1772.1428397042412,1766.92666015625,1786.3622192382813,0.002776463173266297,0.010674244181957974,0.008764447630888867,50.18937903273139,-0.9353654859703511,-3.8880866056433088,1793.0530624261335,1726.8669204840228
2021-10-20,1784.0999755859375,1784.0999755859375,1785.5999755859375,1774.0,1774.5999755859375,127,1776.3571254185267,1766.706660970052,1785.4744411892361,0.00813698638830096,0.010927009373794335,0.008888983690930684,54.970341448737926,0.418819112003348,-3.0267054621139775,1794.316846887162,1726.3431384644007
2021-10-21,1781.199951171875,1781.199951171875,1785.699951171875,1781.0,1782.0,146,1779.6285400390625,1766.166658528646,1784.659996202257,-0.0016254831308486484,0.011036245990153808,0.008863288212592097,53.849363531458955,1.2436761045987623,-2.1726291487714295,1796.6328889883398,1727.3770963632228
2021-10-22,1795.5,1795.5,1806.9000244140625,1784.0,1787.0999755859375,532,1779.8856898716517,1766.3633260091146,1783.948885091146,0.008028323164233742,0.00831695560230477,0.008954339414045541,58.35870758729521,3.0165032719289684,-1.13480266463135,1801.3384162895636,1727.2515739448113
2021-10-25,1806.0,1806.0,1809.0,1794.0,1794.300048828125,140,1781.2142682756696,1766.8299926757813,1784.306662326389,0.005847953216374213,0.008587738182111266,0.0090126540459257,61.34529035683827,5.208701157763699,0.13389809984765966,1807.6886788811555,1726.5013113532193
